ID,Location,Capacity
1,1,100
2,2,600
3,3,100
4,4,600
5,5,600
6,6,600
7,7,100
8,8,100
9,9,600
10,10,600
11,11,600
12,12,600
13,13,100
14,14,100
15,15,600
16,16,600
17,17,100
18,18,600
19,19,100
20,20,100
21,21,600
22,22,600
23,23,600
24,24,600
25,25,600
26,26,600
27,27,100
28,28,600
29,29,100
30,30,600
31,31,600
32,32,600
33,33,600
34,34,600
35,35,600
36,36,600
37,37,100
38,38,100
39,39,100
40,40,100
41,41,600
42,42,600
43,43,600
44,44,600
45,45,600
46,46,600
47,47,100
48,48,600
49,49,600
50,50,600
51,51,100
52,52,100
53,53,100
54,54,600
55,55,100
56,56,600
57,57,600
58,58,600
59,59,100
60,60,600
61,61,100
62,62,600
63,63,600
64,64,100
65,65,600
66,66,600
67,67,100
68,68,600
69,69,600
70,70,600
71,71,600
72,72,600
73,73,600
74,74,100
75,75,100
76,76,100
77,77,100
78,78,100
79,79,600
80,80,100
81,81,600
82,82,100
83,83,100
84,84,600
85,85,600
86,86,100
87,87,100
88,88,600
89,89,600
90,90,100
91,91,100
92,92,600
93,93,600
94,94,100
95,95,100
96,96,600
97,97,100
98,98,100
99,99,100
100,100,100
101,101,600
102,102,100
103,103,100
104,104,100
105,105,100
106,106,600
107,107,100
108,108,600
109,109,600
110,110,100
111,111,100
112,112,600
113,113,600
114,114,100
115,115,600
116,116,600
117,117,100
118,118,100
119,119,600
120,120,100
121,121,100
122,122,100
123,123,600
124,124,100
125,125,600
126,126,100
127,127,600
128,128,100
129,129,600
130,130,600
131,131,100
132,132,100
133,133,600
134,134,100
135,135,100
136,136,600
137,137,100
138,138,600
139,139,600
140,140,600
141,141,600
142,142,600
143,143,600
144,144,600
145,145,600
146,146,100
147,147,100
148,148,100
149,149,600
150,150,100
151,151,600
152,152,600
153,153,100
154,154,600
155,155,100
156,156,600
157,157,600
158,158,100
159,159,100
160,160,600
161,161,100
162,162,600
163,163,100
164,164,600
165,165,600
166,166,600
167,167,100
168,168,600
169,169,600
170,170,100
171,171,600
172,172,100
173,173,100
174,174,600
175,175,100
176,176,600
177,177,100
178,178,100
179,179,600
180,180,100
181,181,600
182,182,600
183,183,100
184,184,600
185,185,100
186,186,100
187,187,100
188,188,600
189,189,100
190,190,600
191,191,600
192,192,600
193,193,600
194,194,100
195,195,600
196,196,600
197,197,600
198,198,100
199,199,100
200,200,600
201,201,100
202,202,100
203,203,600
204,204,600
205,205,600
206,206,600
207,207,100
208,208,600
209,209,100
210,210,600
211,211,600
212,212,100
213,213,600
214,214,600
215,215,100
216,216,100
217,217,600
218,218,600
219,219,100
220,220,100
221,221,100
222,222,600
223,223,100
224,224,100
225,225,100
226,226,600
227,227,600
228,228,600
229,229,100
230,230,600
231,231,100
232,232,600
233,233,600
234,234,100
235,235,100
236,236,600
237,237,600
238,238,100
239,239,100
240,240,600
241,241,600
242,242,100
243,243,600
244,244,100
245,245,600
246,246,100
247,247,600
248,248,100
