ID,Location,Capacity
1,1,46
2,2,46
3,3,46
4,4,46
5,5,46
6,6,46
7,7,46
8,8,100
9,9,46
10,10,100
11,11,46
12,12,46
13,13,46
14,14,46
15,15,46
16,16,46
17,17,46
18,18,1000
19,19,46
20,20,46
21,21,100
22,22,46
23,23,46
24,24,46
25,25,46
26,26,46
27,27,46
28,28,46
29,29,46
30,30,46
31,31,46
32,32,100
33,33,46
34,34,46
35,35,100
36,36,46
37,37,46
38,38,100
39,39,46
40,40,46
41,41,46
42,42,46
43,43,46
44,44,100
45,45,46
46,46,100
47,47,46
48,48,46
49,49,46
50,50,46
51,51,46
52,52,46
53,53,100
54,54,46
55,55,46
56,56,1000
57,57,46
58,58,100
59,59,46
60,60,46
61,61,46
62,62,46
63,63,100
64,64,46
65,65,46
66,66,46
67,67,46
68,68,100
69,69,100
70,70,46
71,71,46
72,72,46
73,73,46
74,74,100
75,75,46
76,76,46
77,77,46
78,78,46
79,79,46
80,80,46
81,81,46
82,82,46
83,83,46
84,84,46
85,85,46
86,86,46
87,87,46
88,88,46
89,89,46
90,90,46
91,91,46
92,92,46
93,93,46
94,94,46
95,95,100
96,96,46
97,97,46
98,98,46
99,99,46
100,100,46
