ID,Location,Capacity
1,1,33
2,2,25
3,3,33
4,4,100
5,5,33
6,6,25
7,7,25
8,8,100
9,9,100
10,10,33
11,11,100
12,12,25
13,13,100
14,14,25
15,15,25
16,16,25
17,17,33
18,18,25
19,19,33
20,20,100
21,21,33
22,22,25
23,23,100
24,24,33
25,25,100
26,26,33
27,27,33
28,28,33
29,29,33
30,30,25
31,31,100
32,32,33
33,33,100
34,34,100
35,35,100
36,36,100
37,37,100
38,38,33
39,39,25
40,40,100
41,41,25
42,42,100
43,43,33
44,44,25
45,45,25
46,46,25
47,47,25
48,48,33
49,49,33
50,50,33
51,51,100
52,52,25
53,53,33
54,54,25
55,55,25
56,56,100
57,57,33
58,58,33
59,59,33
60,60,25
61,61,25
62,62,25
63,63,33
64,64,25
65,65,100
66,66,33
67,67,100
68,68,100
69,69,25
70,70,100
71,71,100
72,72,33
73,73,33
74,74,100
75,75,25
76,76,25
77,77,33
78,78,25
79,79,25
80,80,25
81,81,100
82,82,100
83,83,25
84,84,100
85,85,25
86,86,25
87,87,25
88,88,100
89,89,33
90,90,33
91,91,25
92,92,33
93,93,33
94,94,33
95,95,33
96,96,100
97,97,33
98,98,33
99,99,25
100,100,25
101,101,33
102,102,25
103,103,33
104,104,33
105,105,33
106,106,33
107,107,100
108,108,33
109,109,25
110,110,100
111,111,100
112,112,33
113,113,25
114,114,100
115,115,25
116,116,25
117,117,25
118,118,33
119,119,25
120,120,33
121,121,33
122,122,100
123,123,25
124,124,100
125,125,25
126,126,25
127,127,25
128,128,100
129,129,100
130,130,100
131,131,100
132,132,33
133,133,33
134,134,33
135,135,100
136,136,25
137,137,100
138,138,25
139,139,25
140,140,100
141,141,100
142,142,25
143,143,25
144,144,100
145,145,33
146,146,100
147,147,100
148,148,25
149,149,33
150,150,100
151,151,25
152,152,25
153,153,100
154,154,25
155,155,33
156,156,100
157,157,100
158,158,25
159,159,100
160,160,100
161,161,100
162,162,33
163,163,25
164,164,25
165,165,100
166,166,100
167,167,25
168,168,33
169,169,100
170,170,25
171,171,25
172,172,25
173,173,33
174,174,100
175,175,25
176,176,100
177,177,25
178,178,33
179,179,100
180,180,25
181,181,100
182,182,100
183,183,25
184,184,100
185,185,100
186,186,100
187,187,33
188,188,100
189,189,100
190,190,25
191,191,100
192,192,100
193,193,25
194,194,100
195,195,100
196,196,100
197,197,25
198,198,100
199,199,33
200,200,100
201,201,100
202,202,25
203,203,100
204,204,100
205,205,33
206,206,33
207,207,25
208,208,25
209,209,100
210,210,33
211,211,100
212,212,33
213,213,25
214,214,100
215,215,33
216,216,33
217,217,25
218,218,100
219,219,100
220,220,25
221,221,100
222,222,100
223,223,100
224,224,100
225,225,25
226,226,25
227,227,100
228,228,25
229,229,33
230,230,100
231,231,25
232,232,33
233,233,33
234,234,100
235,235,100
236,236,33
237,237,25
238,238,100
239,239,33
240,240,25
241,241,100
242,242,25
243,243,100
244,244,25
245,245,100
246,246,100
247,247,100
248,248,100
249,249,25
250,250,25
251,251,100
252,252,33
253,253,25
254,254,100
255,255,100
256,256,100
257,257,33
258,258,100
259,259,100
260,260,100
261,261,33
262,262,33
263,263,33
264,264,33
265,265,100
266,266,25
267,267,25
268,268,100
269,269,100
270,270,100
271,271,33
272,272,25
273,273,100
274,274,33
275,275,100
276,276,100
277,277,100
278,278,100
279,279,25
280,280,33
281,281,100
282,282,100
283,283,25
284,284,25
285,285,25
286,286,33
287,287,100
288,288,33
289,289,25
290,290,25
291,291,25
292,292,100
293,293,25
294,294,25
295,295,100
296,296,33
297,297,100
298,298,33
299,299,25
300,300,100
301,301,100
302,302,100
303,303,100
304,304,25
305,305,25
306,306,25
307,307,100
308,308,100
309,309,100
310,310,100
311,311,33
312,312,100
313,313,100
314,314,25
315,315,100
316,316,25
317,317,33
318,318,25
319,319,100
320,320,33
321,321,100
322,322,25
323,323,33
324,324,33
325,325,25
326,326,100
327,327,100
328,328,33
329,329,25
330,330,100
331,331,33
332,332,25
333,333,100
334,334,33
335,335,100
336,336,33
337,337,33
338,338,33
339,339,100
340,340,33
341,341,33
342,342,100
343,343,100
344,344,33
345,345,100
346,346,100
347,347,25
348,348,33
349,349,25
350,350,100
351,351,100
352,352,100
353,353,25
354,354,33
355,355,25
356,356,100
357,357,25
358,358,100
359,359,100
360,360,25
361,361,100
362,362,25
363,363,33
364,364,25
365,365,100
366,366,25
367,367,25
368,368,100
369,369,33
370,370,25
371,371,100
372,372,100
373,373,33
374,374,100
375,375,25
376,376,100
377,377,100
378,378,100
379,379,100
380,380,25
381,381,25
382,382,100
383,383,100
384,384,33
385,385,100
386,386,100
387,387,100
388,388,25
389,389,100
390,390,25
391,391,25
392,392,100
393,393,25
394,394,100
395,395,100
396,396,25
397,397,25
398,398,100
399,399,25
400,400,100
401,401,100
402,402,100
403,403,25
404,404,25
405,405,33
406,406,33
407,407,33
408,408,100
409,409,25
410,410,100
411,411,100
412,412,100
413,413,25
414,414,100
415,415,25
416,416,25
417,417,100
418,418,25
419,419,33
420,420,100
421,421,100
422,422,100
423,423,33
424,424,25
425,425,100
426,426,100
427,427,100
428,428,25
429,429,100
430,430,33
431,431,25
432,432,25
433,433,25
434,434,100
435,435,33
436,436,33
437,437,25
438,438,25
439,439,100
440,440,33
441,441,25
442,442,100
443,443,25
444,444,33
445,445,100
446,446,33
447,447,33
448,448,100
449,449,100
450,450,100
451,451,25
452,452,100
453,453,100
454,454,25
455,455,25
456,456,25
457,457,100
458,458,33
459,459,100
460,460,100
461,461,33
462,462,100
463,463,25
464,464,33
465,465,100
466,466,100
467,467,100
468,468,100
469,469,100
470,470,33
471,471,25
472,472,33
473,473,100
474,474,33
475,475,100
476,476,100
477,477,33
478,478,100
479,479,33
480,480,25
481,481,25
482,482,100
483,483,25
484,484,25
485,485,100
486,486,25
487,487,25
488,488,33
489,489,100
490,490,25
491,491,100
492,492,25
493,493,25
494,494,100
495,495,33
496,496,25
497,497,33
498,498,25
499,499,100
500,500,100
501,501,100
502,502,33
503,503,100
504,504,33
505,505,100
506,506,33
507,507,100
508,508,33
509,509,100
510,510,100
511,511,25
512,512,25
513,513,25
514,514,100
515,515,100
516,516,100
517,517,100
518,518,100
519,519,100
520,520,100
521,521,33
522,522,100
523,523,33
524,524,25
525,525,25
526,526,25
527,527,33
528,528,33
529,529,33
530,530,25
531,531,33
532,532,100
533,533,100
534,534,25
535,535,100
536,536,100
537,537,100
538,538,33
539,539,100
540,540,25
541,541,100
542,542,25
543,543,100
544,544,25
545,545,25
546,546,25
547,547,33
548,548,33
549,549,25
550,550,100
551,551,33
552,552,100
553,553,25
554,554,33
555,555,25
556,556,25
557,557,25
558,558,100
559,559,25
560,560,25
561,561,100
562,562,100
563,563,100
