ID,Location,Capacity
1,1,600
2,2,600
3,3,100
4,4,100
5,5,600
6,6,100
7,7,600
8,8,600
9,9,600
10,10,600
11,11,600
12,12,600
13,13,600
14,14,600
15,15,100
16,16,100
17,17,100
18,18,600
19,19,600
20,20,600
21,21,600
22,22,600
23,23,600
24,24,100
25,25,100
26,26,100
27,27,100
28,28,600
29,29,600
30,30,600
31,31,600
32,32,100
33,33,600
34,34,600
35,35,100
36,36,100
37,37,600
38,38,600
39,39,600
40,40,600
41,41,600
42,42,100
43,43,600
44,44,600
45,45,600
46,46,100
47,47,600
48,48,600
49,49,600
50,50,600
51,51,600
52,52,600
53,53,600
54,54,600
55,55,600
56,56,600
57,57,600
58,58,600
59,59,600
60,60,600
61,61,600
62,62,600
63,63,600
64,64,600
65,65,600
66,66,100
67,67,600
68,68,600
69,69,600
70,70,600
71,71,600
72,72,600
73,73,600
74,74,100
75,75,600
76,76,600
77,77,600
78,78,600
79,79,100
80,80,100
81,81,600
82,82,600
83,83,600
84,84,600
85,85,600
86,86,600
87,87,100
88,88,100
89,89,600
90,90,600
91,91,600
92,92,600
93,93,600
94,94,600
95,95,600
96,96,600
97,97,600
98,98,600
99,99,100
100,100,600
101,101,600
102,102,600
103,103,600
104,104,600
105,105,600
106,106,100
107,107,600
108,108,600
109,109,600
110,110,600
111,111,600
112,112,100
113,113,600
114,114,600
115,115,600
116,116,100
117,117,600
118,118,600
119,119,100
120,120,600
121,121,100
122,122,600
123,123,600
124,124,600
125,125,600
126,126,600
127,127,600
128,128,600
129,129,600
130,130,600
131,131,600
132,132,600
133,133,600
134,134,600
135,135,600
136,136,600
137,137,100
138,138,600
139,139,100
140,140,600
141,141,100
142,142,100
143,143,600
144,144,600
145,145,600
146,146,600
147,147,600
148,148,600
149,149,600
150,150,600
151,151,100
152,152,600
153,153,600
154,154,600
155,155,600
156,156,600
157,157,600
158,158,100
159,159,600
160,160,600
161,161,600
162,162,600
163,163,600
164,164,600
165,165,600
166,166,600
167,167,600
168,168,600
169,169,600
170,170,600
171,171,600
172,172,600
173,173,600
174,174,100
175,175,600
176,176,600
177,177,600
178,178,600
179,179,600
180,180,600
181,181,600
182,182,600
183,183,600
184,184,600
185,185,600
186,186,600
187,187,600
188,188,600
189,189,600
190,190,600
191,191,600
192,192,600
193,193,100
194,194,600
195,195,600
196,196,600
197,197,600
198,198,600
199,199,600
200,200,600
201,201,600
202,202,600
203,203,600
204,204,600
205,205,600
206,206,600
207,207,600
208,208,600
209,209,600
210,210,600
211,211,600
212,212,100
213,213,600
214,214,600
215,215,600
216,216,600
217,217,100
218,218,600
219,219,600
220,220,600
221,221,600
222,222,100
223,223,600
224,224,600
225,225,600
226,226,600
227,227,600
228,228,600
229,229,100
230,230,600
231,231,600
232,232,600
233,233,100
234,234,600
235,235,100
236,236,600
237,237,100
238,238,600
239,239,600
240,240,600
241,241,600
242,242,600
243,243,100
244,244,600
245,245,600
246,246,600
247,247,600
248,248,100
249,249,100
250,250,600
251,251,100
252,252,600
253,253,100
254,254,100
255,255,600
256,256,600
257,257,600
258,258,600
259,259,600
260,260,600
261,261,600
262,262,100
263,263,600
264,264,600
